Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;
2011;25.97;2015;12.66;2010;224.06;2017;176.99;2018;241.43;2018;89.57;2007;661.55;null;null;null;null;null;null;2019;402.54;null;null;null;null;null;null;null;null;2012;235.38;2008;426.93;1979;696.10;2012;365.60;2016;411.17;2017;365.08;2011;521.02;2011;59.24;2010;162.32;null;null;null;null;2012;132.21;2017;249.45;2016;233.71;2014;46.49;2014;227.78;null;null;null;null;2013;771.70;2017;1362.07;2012;1158.73;null;null;null;null;null;null;null;null;2010;352.34;2018;2598.28;2017;92.36;2011;27.54;null;null;null;null;2013;76.86;2018;147.69;2005;1776.20;2007;2337.33;2005;1572.45;null;null;
2012;21.99;2016;6.95;2011;114.24;2018;161.03;2019;221.39;2019;66.41;2008;798.13;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2013;212.65;2011;213.91;1980;589.33;2013;281.13;2017;473.04;2018;425.50;2012;486.90;2012;39.88;2011;161.85;null;null;null;null;2013;105.20;2018;348.14;2017;302.98;2015;47.94;2016;266.05;null;null;null;null;2014;800.02;2018;1798.14;2013;1408.91;null;null;null;null;null;null;null;null;2011;392.33;null;null;2018;47.67;2012;24.13;null;null;null;null;2014;76.28;2019;76.36;2006;2137.21;2008;2551.28;2006;2735.98;null;null;
2013;18.60;2017;11.54;2012;115.98;2019;178.31;null;null;null;null;2009;448.64;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2014;221.19;2012;296.84;1981;589.24;2014;391.17;2018;552.20;2019;385.45;2013;519.44;2013;34.87;2012;132.64;null;null;null;null;2014;148.72;2019;329.96;2018;355.59;2016;50.33;2017;275.21;null;null;null;null;2015;893.95;2019;1335.85;2014;1712.33;null;null;null;null;null;null;null;null;2012;246.10;null;null;2019;0.39;2013;35.36;null;null;null;null;2015;83.00;2020;88.69;2007;2598.63;2009;1533.78;2007;2738.89;null;null;
2014;31.97;2018;20.25;2013;101.07;null;null;null;null;null;null;2010;702.30;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2015;226.14;2013;228.89;1982;781.40;2015;413.03;2019;455.63;2020;309.74;2014;517.53;2014;45.77;2013;100.00;null;null;null;null;2015;127.86;null;null;2019;324.33;2017;48.79;2018;340.13;null;null;null;null;2016;830.80;null;null;2015;1907.01;null;null;null;null;null;null;null;null;2013;275.57;null;null;null;null;2016;50.85;null;null;null;null;2016;144.05;null;null;2008;2726.15;2010;2063.84;2008;2990.49;null;null;
2015;33.01;null;null;2014;117.09;null;null;null;null;null;null;2011;889.40;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2016;220.97;2014;250.36;1983;451.56;2016;261.11;2020;316.04;null;null;2015;547.34;2015;59.93;2014;126.23;null;null;null;null;2016;139.40;null;null;2020;228.07;2018;43.93;2019;262.21;null;null;null;null;2017;775.20;null;null;2016;1538.96;null;null;null;null;null;null;null;null;2014;265.59;null;null;null;null;2017;232.04;null;null;null;null;2017;115.30;null;null;2009;1575.50;2011;3108.59;2009;1671.01;null;null;
2016;21.20;null;null;2015;168.64;null;null;null;null;null;null;2012;499.93;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2015;300.83;1984;394.66;2017;309.78;null;null;null;null;2016;519.62;2016;56.90;2015;109.87;null;null;null;null;2017;99.37;null;null;null;null;2019;47.08;null;null;null;null;null;null;2018;899.82;null;null;2017;1406.57;null;null;null;null;null;null;null;null;2015;344.71;null;null;null;null;2018;58.28;null;null;null;null;2019;70.25;null;null;2010;2021.64;2012;1684.14;2010;2372.94;null;null;
2017;29.82;null;null;2016;67.92;null;null;null;null;null;null;2013;606.54;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2016;242.47;1985;405.69;2018;544.04;null;null;null;null;2017;471.23;2017;46.50;2016;115.90;null;null;null;null;2018;150.62;null;null;null;null;null;null;null;null;null;null;null;null;2019;822.15;null;null;2018;2457.92;null;null;null;null;null;null;null;null;2016;361.39;null;null;null;null;null;null;null;null;null;null;2020;68.86;null;null;2011;3211.53;2013;2048.94;2011;3829.16;null;null;
2018;28.62;null;null;2017;188.39;null;null;null;null;null;null;2014;812.03;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1986;383.60;2019;372.19;null;null;null;null;2018;608.65;2018;55.92;2017;96.89;null;null;null;null;2019;124.26;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2019;1583.43;null;null;null;null;null;null;null;null;2017;361.22;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2014;1965.87;2014;3023.01;2012;1724.28;null;null;
2019;34.09;null;null;2018;165.44;null;null;null;null;null;null;2015;626.11;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1987;298.40;null;null;null;null;null;null;2019;474.45;2019;64.37;2018;133.89;null;null;null;null;2020;81.57;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2018;343.14;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2013;2222.71;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;2016;608.84;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1988;356.06;null;null;null;null;null;null;2020;387.76;null;null;2019;124.68;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2019;293.59;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2014;3903.57;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;2017;899.07;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1989;618.91;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2020;271.40;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2015;2420.44;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;2018;753.18;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1990;349.38;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2017;2618.19;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;2019;619.31;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1991;480.72;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2018;3254.35;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1992;331.40;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2019;2180.85;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1993;434.26;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1994;469.76;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1995;766.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1996;469.28;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1997;527.03;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1998;255.74;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1999;359.98;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2000;98.58;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2001;130.08;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2002;473.65;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2003;511.03;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2004;372.36;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2005;309.69;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2006;454.55;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2007;315.68;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2008;512.45;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2009;248.82;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2010;342.25;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2011;252.56;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2012;280.71;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2013;221.40;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2014;274.58;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2015;307.22;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2016;277.35;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
