Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;
2004;110.50;null;null;2004;217.93;2017;161.32;2009;31.94;2009;119.38;2009;228.32;null;null;null;null;2013;11.82;null;null;null;null;null;null;null;null;null;null;2009;589.10;2017;403.60;null;null;2003;71.86;2009;194.60;null;null;2018;578.60;null;null;2016;41.49;2009;309.67;
2005;105.98;null;null;2005;213.51;2018;178.22;2010;29.55;2010;103.07;2010;173.05;null;null;null;null;2014;7.67;null;null;null;null;null;null;null;null;null;null;2010;434.23;2018;406.06;null;null;2004;11.15;2010;39.93;null;null;null;null;null;null;2018;106.52;2010;75.94;
2006;113.80;null;null;2006;204.58;null;null;2011;32.09;2011;102.81;2011;192.47;null;null;null;null;2015;8.36;null;null;null;null;null;null;null;null;null;null;2011;493.16;null;null;null;null;2005;6.27;2011;35.93;null;null;null;null;null;null;null;null;2011;139.41;
2007;99.39;null;null;2007;181.33;null;null;2012;28.58;2012;94.96;2012;171.53;null;null;null;null;2016;7.57;null;null;null;null;null;null;null;null;null;null;2012;429.62;null;null;null;null;2006;20.95;2012;6.89;null;null;null;null;null;null;null;null;2012;27.04;
2008;108.66;null;null;2008;204.05;null;null;2013;29.08;2013;92.34;2013;159.09;null;null;null;null;2017;11.88;null;null;null;null;null;null;null;null;null;null;2013;421.56;null;null;null;null;2007;13.53;2013;11.44;null;null;null;null;null;null;null;null;2013;51.63;
2009;116.40;null;null;2009;221.35;null;null;2014;27.46;2014;87.68;2014;143.45;null;null;null;null;2018;9.30;null;null;null;null;null;null;null;null;null;null;2014;396.50;null;null;null;null;2008;50.31;2014;9.36;null;null;null;null;null;null;null;null;2014;42.55;
2010;94.74;null;null;2010;180.10;null;null;2015;29.62;2015;84.54;2015;133.80;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2015;363.92;null;null;null;null;2009;81.78;2015;31.83;null;null;null;null;null;null;null;null;2015;26.08;
2011;109.75;null;null;2011;206.62;null;null;2016;24.22;2016;69.57;2016;111.82;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2016;275.78;null;null;null;null;2010;8.74;2016;16.02;null;null;null;null;null;null;null;null;2016;45.58;
2012;102.16;null;null;2012;191.61;null;null;2017;25.62;2017;75.64;2017;132.58;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2017;330.82;null;null;null;null;2011;13.10;2017;40.96;null;null;null;null;null;null;null;null;2017;50.81;
2013;94.52;null;null;2013;179.96;null;null;2018;26.49;2018;91.82;2018;168.56;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2018;393.35;null;null;null;null;2012;0.72;2018;80.59;null;null;null;null;null;null;null;null;2018;134.10;
2014;84.97;null;null;2014;169.40;null;null;2019;27.85;2019;79.90;2019;132.23;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2013;4.81;null;null;null;null;null;null;null;null;null;null;2019;221.39;
2015;85.22;null;null;2015;171.28;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2014;2.16;null;null;null;null;null;null;null;null;null;null;null;null;
2016;71.42;null;null;2016;140.71;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2017;6.88;null;null;null;null;null;null;null;null;null;null;null;null;
2017;83.18;null;null;2017;161.04;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2018;15.09;null;null;null;null;null;null;null;null;null;null;null;null;
2018;90.87;null;null;2018;175.97;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2019;34.43;null;null;null;null;null;null;null;null;null;null;null;null;
2019;79.40;null;null;2019;157.76;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
